feat_skill_python,feat_skill_sql,feat_skill_excel,feat_skill_tableau,feat_skill_power_bi,feat_skill_project_management,feat_skill_machine_learning,feat_skill_deep_learning,feat_skill_nlp,feat_skill_pandas,feat_skill_numpy,feat_skill_spark,feat_skill_aws,feat_skill_azure,feat_skill_gcp,feat_skill_docker,feat_skill_kubernetes,feat_skill_snowflake,feat_num_skills_matched,feat_degree_bachelor,feat_degree_master,feat_degree_mba,feat_degree_phd,feat_top_degree_level,feat_high_title,feat_job_tech,feat_job_sales,feat_job_marketing,feat_job_finance,feat_job_operations,feat_job_hr,feat_job_product,feat_job_design,feat_cert_aws,feat_cert_pmp,feat_cert_scrum,feat_cert_csm,feat_cert_six_sigma,feat_cert_cfa,feat_cert_cpa,feat_cert_azure,feat_cert_gcp,feat_num_promotions,feat_years_experience_extracted,feat_has_metrics,feat_text_len_chars,feat_text_len_words,Experience (Years),Salary Expectation ($),Projects Count,Resume_ID,AI Score (0-100),Recruiter_Decision,_ai_bin,AI Score (Uniform 0-100),feat_salary_extracted,text_len
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,10,0,61991,1,713,25,Reject,"(14.999, 35.0]",2.702702702702702,93776.0,1954.0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,12,3,112466,9,161,95,Hire,"(80.0, 100.0]",79.6875,71306.0,2217.0
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,15,1,43647,1,70,45,Reject,"(35.0, 45.0]",21.32601351351352,76776.0,2234.0
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,12,2,90388,4,210,65,Hire,"(62.5, 80.0]",52.78716216216216,92248.0,2350.0
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,14,2,56433,2,697,55,Reject,"(50.0, 60.0]",39.61148648648648,79474.0,1643.0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,13,3,91090,2,728,55,Reject,"(50.0, 60.0]",39.61148648648648,77526.0,2384.0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,12,1,89941,4,200,50,Reject,"(45.0, 50.0]",31.29222972972973,91959.0,2592.0
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,14,0,91064,10,25,80,Hire,"(62.5, 80.0]",72.12837837837837,75530.0,2622.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,12,0,109551,3,464,35,Reject,"(14.999, 35.0]",10.219594594594597,90797.0,1895.0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,12,1,54006,4,53,45,Reject,"(35.0, 45.0]",21.32601351351352,73748.0,2548.0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,11,3,112439,10,19,95,Hire,"(80.0, 100.0]",79.6875,83545.0,2447.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,54,10,8,59474,3,836,100,Hire,"(80.0, 100.0]",90.37162162162164,70663.0,2390.0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,11,1,88349,10,300,75,Hire,"(62.5, 80.0]",65.79391891891892,71998.0,2674.0
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90,14,3,75861,1,593,65,Hire,"(62.5, 80.0]",52.78716216216216,77994.0,2667.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,12,10,76012,1,483,100,Hire,"(80.0, 100.0]",90.37162162162164,87879.0,2068.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,9,3,81415,7,179,75,Hire,"(62.5, 80.0]",65.79391891891892,73304.0,2562.0
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80,13,4,47581,2,122,80,Hire,"(62.5, 80.0]",72.12837837837837,90147.0,1608.0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,12,5,89338,1,50,75,Hire,"(62.5, 80.0]",65.79391891891892,91616.0,2565.0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,94,13,1,104811,1,480,35,Reject,"(14.999, 35.0]",10.219594594594597,88237.0,2709.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,64,10,2,113130,8,250,80,Hire,"(62.5, 80.0]",72.12837837837837,83808.0,2434.0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,83,12,4,103828,0,905,60,Reject,"(50.0, 60.0]",45.86148648648648,76585.0,1897.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,12,1,46437,9,49,80,Hire,"(62.5, 80.0]",72.12837837837837,87675.0,2746.0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,9,2,99963,10,686,80,Hire,"(62.5, 80.0]",72.12837837837837,89965.0,2133.0
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,13,0,95742,2,663,30,Reject,"(14.999, 35.0]",5.701013513513513,81649.0,2656.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,111,14,8,59707,8,191,100,Hire,"(80.0, 100.0]",90.37162162162164,93938.0,2686.0
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,12,1,63713,0,930,30,Reject,"(14.999, 35.0]",5.701013513513513,93664.0,2738.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,80,11,1,85755,3,101,45,Reject,"(35.0, 45.0]",21.32601351351352,71636.0,2232.0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,79,12,3,103006,7,8,90,Hire,"(80.0, 100.0]",77.74493243243244,90080.0,1734.0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,12,2,113947,8,245,80,Hire,"(62.5, 80.0]",72.12837837837837,87082.0,2157.0
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,11,1,76442,2,164,35,Reject,"(14.999, 35.0]",10.219594594594597,74737.0,2250.0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,72,11,3,110523,4,233,70,Hire,"(62.5, 80.0]",59.332770270270274,84555.0,2087.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,97,11,2,118103,1,160,45,Reject,"(35.0, 45.0]",21.32601351351352,83877.0,2532.0
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,79,12,0,40085,2,878,35,Reject,"(14.999, 35.0]",10.219594594594597,70854.0,2597.0
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,14,7,82958,10,217,100,Hire,"(80.0, 100.0]",90.37162162162164,94548.0,2453.0
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,91,14,2,84282,6,296,70,Hire,"(62.5, 80.0]",59.332770270270274,75855.0,1991.0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,68,12,6,80534,6,299,100,Hire,"(80.0, 100.0]",90.37162162162164,77392.0,2412.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,103,13,3,93303,1,140,65,Hire,"(62.5, 80.0]",52.78716216216216,92912.0,2776.0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,13,6,72164,4,256,100,Hire,"(80.0, 100.0]",90.37162162162164,83949.0,2753.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,12,0,42077,9,13,65,Hire,"(62.5, 80.0]",52.78716216216216,91633.0,2697.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,82,11,1,48456,8,940,75,Hire,"(62.5, 80.0]",65.79391891891892,91556.0,2691.0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,85,13,7,43930,8,545,100,Hire,"(80.0, 100.0]",90.37162162162164,88091.0,1669.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,12,2,82150,4,763,55,Reject,"(50.0, 60.0]",39.61148648648648,75791.0,2445.0
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,13,9,112067,2,587,100,Hire,"(80.0, 100.0]",90.37162162162164,91919.0,2294.0
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,92,15,3,89915,9,811,100,Hire,"(80.0, 100.0]",90.37162162162164,74931.0,2133.0
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,14,2,97529,4,617,70,Hire,"(62.5, 80.0]",59.332770270270274,89894.0,2717.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,77,11,2,73879,2,732,50,Reject,"(45.0, 50.0]",31.29222972972973,70202.0,1528.0
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,16,5,95222,5,127,100,Hire,"(80.0, 100.0]",90.37162162162164,81447.0,2688.0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,78,11,1,108606,3,349,45,Reject,"(35.0, 45.0]",21.32601351351352,90602.0,1838.0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,11,7,98540,0,170,80,Hire,"(62.5, 80.0]",72.12837837837837,82688.0,1999.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,67,11,5,54536,0,603,70,Hire,"(62.5, 80.0]",59.332770270270274,74389.0,2010.0
1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,61,11,1,98317,1,222,35,Reject,"(14.999, 35.0]",10.219594594594597,72327.0,1716.0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,11,8,103477,9,48,100,Hire,"(80.0, 100.0]",90.37162162162164,78004.0,2655.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,12,3,89716,1,396,55,Reject,"(50.0, 60.0]",39.61148648648648,89315.0,2593.0
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,15,1,55166,4,555,60,Reject,"(50.0, 60.0]",45.86148648648648,77777.0,2775.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,74,12,1,48917,3,849,50,Reject,"(45.0, 50.0]",31.29222972972973,70197.0,1944.0
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,14,5,92538,1,918,75,Hire,"(62.5, 80.0]",65.79391891891892,93509.0,2375.0
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,12,5,74282,7,672,100,Hire,"(80.0, 100.0]",90.37162162162164,71930.0,2705.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,13,7,55916,6,416,100,Hire,"(80.0, 100.0]",90.37162162162164,81774.0,1666.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,12,3,98746,4,325,75,Hire,"(62.5, 80.0]",65.79391891891892,85087.0,1590.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,13,3,119432,9,960,100,Hire,"(80.0, 100.0]",90.37162162162164,92671.0,2213.0
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,14,8,108667,0,423,100,Hire,"(80.0, 100.0]",90.37162162162164,79339.0,1538.0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,11,0,75275,1,628,20,Reject,"(14.999, 35.0]",1.4780405405405406,90666.0,2649.0
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,84,12,1,83138,3,818,55,Reject,"(50.0, 60.0]",39.61148648648648,81589.0,1672.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,11,4,43297,2,691,70,Hire,"(62.5, 80.0]",59.332770270270274,88895.0,2152.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,13,0,118032,2,743,40,Reject,"(35.0, 45.0]",15.076013513513514,85708.0,2253.0
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,16,4,73783,3,819,85,Hire,"(80.0, 100.0]",76.30912162162163,87043.0,2743.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,95,13,1,65313,7,420,70,Hire,"(62.5, 80.0]",59.332770270270274,72811.0,2581.0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,78,12,6,117600,0,911,80,Hire,"(62.5, 80.0]",72.12837837837837,93482.0,1975.0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,15,0,113435,2,259,35,Reject,"(14.999, 35.0]",10.219594594594597,84243.0,1955.0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,79,12,1,60718,1,387,40,Reject,"(35.0, 45.0]",15.076013513513514,76546.0,2328.0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,12,2,47573,3,749,60,Reject,"(50.0, 60.0]",45.86148648648648,71986.0,2394.0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,12,0,44226,7,187,55,Reject,"(50.0, 60.0]",39.61148648648648,78338.0,2524.0
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,15,0,114745,6,404,55,Reject,"(50.0, 60.0]",39.61148648648648,81411.0,1886.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,76,12,3,41891,4,425,70,Hire,"(62.5, 80.0]",59.332770270270274,72911.0,1847.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,10,1,62647,3,66,40,Reject,"(35.0, 45.0]",15.076013513513514,71734.0,1689.0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,12,5,91581,4,508,90,Hire,"(80.0, 100.0]",77.74493243243244,88227.0,2004.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,12,0,118976,8,985,60,Reject,"(50.0, 60.0]",45.86148648648648,78680.0,2714.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,11,2,116999,2,254,40,Reject,"(35.0, 45.0]",15.076013513513514,89360.0,2323.0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,11,2,85955,1,158,40,Reject,"(35.0, 45.0]",15.076013513513514,88343.0,2428.0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,85,14,8,78090,6,260,100,Hire,"(80.0, 100.0]",90.37162162162164,75759.0,2433.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,73,10,5,79405,4,333,90,Hire,"(80.0, 100.0]",77.74493243243244,93078.0,2640.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,11,4,53412,0,413,65,Hire,"(62.5, 80.0]",52.78716216216216,72385.0,1633.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,12,3,63537,2,796,70,Hire,"(62.5, 80.0]",59.332770270270274,81111.0,1557.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78,11,4,107425,2,820,65,Hire,"(62.5, 80.0]",52.78716216216216,74736.0,2184.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,10,5,49176,8,453,100,Hire,"(80.0, 100.0]",90.37162162162164,71802.0,2171.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,79,13,7,59061,6,424,100,Hire,"(80.0, 100.0]",90.37162162162164,78155.0,1672.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,68,11,3,105280,9,568,95,Hire,"(80.0, 100.0]",79.6875,78120.0,2314.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,11,6,54170,7,181,100,Hire,"(80.0, 100.0]",90.37162162162164,76616.0,2672.0
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,13,8,53090,6,801,100,Hire,"(80.0, 100.0]",90.37162162162164,84257.0,1579.0
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,111,16,2,42356,3,948,65,Hire,"(62.5, 80.0]",52.78716216216216,84486.0,2385.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,10,1,88441,10,306,75,Hire,"(62.5, 80.0]",65.79391891891892,91918.0,2736.0
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,77,12,5,104955,0,553,80,Hire,"(62.5, 80.0]",72.12837837837837,90445.0,1702.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,11,2,96229,1,287,45,Reject,"(35.0, 45.0]",21.32601351351352,86646.0,2263.0
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,13,4,109802,3,720,85,Hire,"(80.0, 100.0]",76.30912162162163,84075.0,2752.0
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,13,4,89633,2,97,80,Hire,"(62.5, 80.0]",72.12837837837837,92671.0,2750.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,64,11,7,47957,7,525,100,Hire,"(80.0, 100.0]",90.37162162162164,79208.0,1546.0
